dog bounding across the sandy landscape in front of people watching .,1
children jumping while an older man watches from a row of chairs nearby .,1
young children jump while an older man watches from his seat .,0
group of foreign people stand with umbrellas on the side of the street .,9
group of people with clear umbrellas standing on the street .,9
trying to stay dry with umbrellas in the city .,9
walk in the rain with umbrellas .,9
people are walking on a rainy busy street in Asia with clear umbrellas .,2
woman watching herself on a big screen while she is playing a boxing video game .,0
man with a baseball cap on backwards is holding a cup,2
boy holds a basketball during a game , while others watch .,1
older child watching a toddler play with a long spring inside a house .,1
young child plays with a slinky in the family room while an older sibling watches .,9
kids watched as the soda bottle launched into the air .,1
basketball players watching the ball .,7
man watches a small child in pink .,9
skating while people watch on the side .,1
boys race on ice skates while others watch .,6
person rolls down a hill riding a wagon as another watches .,6
standing brown dog watches another dog lay in the grass,9
small dog in a harness jumps over a snow covered log while another dog watches .,0
boys watch a third boy kicking some snow .,2
woman in black holding a cup of ice cream .,1
woman is dressed in black and holding a cup .,9
women are operating a laptop connected to a camera in a parking lot with a third person standing by .,0
little girl playing the guitar , some flowers to the left .,9
little girl sitting on a bed playing a guitar .,9
young girl in a pink room tries to play a black electric guitar .,1
young girl plays guitar by pink walls .,6
young girl plays the electric guitar on her bed .,0
dog leaps high in the air while another watches .,1
crowd of people watch as a Remax hot air balloon gets ready to take off .,0
large white dog watching a little black dog run in the snow .,9
tall white dog sits and watches a small black dog run around him in the snow .,7
tan dog jumps across some water while another dog watches .,7
little boy is watching another little boy ride on a blue slide .,0
three children are holding umbrellas and watching the ceremony in the rain .,9
children with colorful umbrellas stand in the rain .,9
girls holding umbrellas with their backs to the camera .,9
girls stand under umbrellas before a stage .,6
girls take cover under their umbrellas .,9
girl using a laptop , another girl , and a boy looking at his cellphone .,0
coach for a game listens to his headphones and watches the game .,1
football coach watches a play being made .,1
coach speaking to a football player while everyone watches .,1
football players playing a game while fans watch from the bleachers .,9
American footballers in red are confronted by an opposition player in purple and white whilst being watched by spectators in a stadium .,0
football player runs along the sidelines with a football as a crowd watches .,9
football players are running on the field while a large crowd is watching,9
football players turn as a crowd wearing red watches .,9
crowd of people watching a football game with a player wearing red and cheerleaders also wearing red .,9
football player is kicking the ball while the opposing fans watch .,0
man punting a football as fans from the opposing team watch in the background,0
man in a baseball hat and sunglasses watching an event in a crowd .,6
man in a blue hat is watching something that is happening off camera .,9
crowd is watching a football game .,9
large group of football players about to start a game with a large group watching,9
player has the football as a crowd in red and white watches,9
two players , on opposite teams , are in the middle of a football game , while others watch .,0
play football as a crowd watches .,1
blonde girls wear sports jerseys while watching a game together .,6
girls sit near a wall and watch a sporting event .,9
fan checks his cellphone while watching a football game .,9
man in a red shirt is watching a football game .,9
Oklahoma football player watches the game from the sidelines .,9
man in a green shirt is kissing a crying toddler whilst watching runners in a road race .,1
small dog jumps by a car to reach a lady 's face while another dog watches .,7
little boy in a black shirt is holding a red guitar .,9
little boy is playing a miniature guitar and making a face .,1
little boy rocks out with his small guitar .,9
toddler plays the guitar and pretends to be a rock star .,9
young boy is playing a red guitar .,9
children in the bathtub with an umbrella .,1
children with a yellow and blue umbrella play in the bathtub .,1
kids are taking a bath with an umbrella .,2
little kids are in a bathtub with a yellow and blue umbrella .,1
young children under a blue and yellow umbrella .,6
watching a play .,9
child in an orange shirt holding a baseball bat watches the ball thrown at him .,6
man sits at a table outdoors and watches people .,9
large crowd of people are sitting watching a dog jump high up to catch a Frisbee with a man standing under the dog looking up at it .,0
white dog in a blue leaps over a man in a blue outfit with yellow stars in order to catch a Frisbee whilst people stand by and watch .,0
child holds a soccer ball above their head while a group of seated people watch .,2
child holds a soccer ball while people watch .,1
young girls sparring in white martial arts outfits while a third person watches from the side .,0
girl dancing with four boys watching .,7
little boy is watching a merry-go-round .,9
little boy watches a Ferris Wheel in motion .,1
throwing stick and dog watching,9
man dressed in a purple shirt and red bandanna smiles at the people watching him .,0
man is throwing a log into a waterway while two dogs watch .,0
dog , jumping over a trace obstacle , a woman watching in the back .,7
young boy slides down a blue slide with his eyes closed while a woman with sunglasses watches , smiling .,6
young male child slides down a blue slide while his mom watches .,7
man watches eagerly as his black dog leaps into the water .,1
blue car going down a dirt road , as onlookers watch .,6
older lady holds a toddler while another boy watches .,2
race car moves down the road as two people watch from a distance .,9
race car , numbered 104 is rounding a bend as two people watch and take pictures .,7
and silver car going around curve being watched by people standing in grass,9
and blue car marked 104 raises dust on road as two background people watch .,9
black and white race car is going fast around the track while fans watch nearby .,0
yellow race car sliding through a corner as spectators watch .,6
watching white and blue race car passing by .,9
race car drives on a track while several people watch from behind rope .,0
race car screeches through a turn as spectators watch .,9
sponsored race car is spinning its tires on a track while being watched by spectators .,0
watch a white stock car that has smoke coming out of the back .,0
woman stands holding an orange cup in front of a crowd .,1
young girls making upside down cupcake shapes in the sand .,2
black dog runs in a grassy yard while a woman dressed in green watches from in fton of a tan house .,2
man is watching his dog in his yard .,9
young girls wearing bonnets standing by a tree watching a snake nearby .,6
girl is jumping in the air while holding an orange and white guitar .,9
girl with a guitar .,0
young barefooted girl leaps in the air while playing a toy guitar .,1
young girl jumping with a Guitar Hero guitar,9
young girl jumps while playing a red and white guitar .,0
jumps over owner to catch smilely faced Frisbee , while spectators in the park watch,7
people are standing and sitting on a grassy field watching a dog jump over a man to catch an orange Frisbee .,9
crowd watches from the background as a young male sits atop a round shaped water fountain .,9
leaning on railing with lampost behind him,6
men are watching something through a fence .,9
man removes a boy from a ball pit while two other children and another man watch .,6
men are watching three children playing in a ball pit full of colored balls .,6
black man drinking out of a paper cup .,1
black man wearing a white suit and hat is holding a paper cup .,1
man wearing a hat leans against a bench and holds a cup .,9
brown dog is standing in the water watching the waves of the ocean on a sunny day .,2
group of boys is watching another boy walk away .,7
girl rides a swing while another girl watches .,0
little girl with a yellow shirt swings while a little girl in green watches .,0
watching something happen .,9
woman dressed in black is striding outside on a grassy lawn with a leashed black and white dog while people in the background watch .,0
crowd of people are standing behind a railing watching something in the distance .,9
others watch , a young girl jumps into a pool as a woman reaches for her .,9
child with a yellow cup and milk all over his face .,9
little boy spilled his milk from the green cup .,9
laughing child with blond hair sitting at a table holding a green sippy cup .,6
boy leaping on to a slip and slide with his friends watching in the background .,6
boy kicks a giant baseball while a group of children watch .,6
green shirted man sits among the many unoccupied red seats .,2
with SANTANA 57 shirt sits in sparsely occupied seating area .,6
boy at bat playing a baseball game falls to the ground while onlookers watch .,6
close-up shot of a long haired man playing a red electric guitar .,1
man rocks out onstage with his guitar .,9
man with long blonde hair playing a red guitar,9
with long blond hair playing red electric guitar .,9
with blonde flyaway hair playing guitar,9
father pushes his daughters go-kart while another girl watches,6
man in a yellow coat tends a fire , a boy in a parka watches .,1
person cooking on a fire while a small child watches .,2
person holds a frying pan over an open fire as a child watches .,1
man in the yellow jacket is cooking over an open fire as the little boy watches .,2
kids , one holding a closed umbrella , run around on a sidewalk next to a river .,0
gray-haired , shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street .,0
man leaning against a wall with an umbrella .,9
man is sitting outside on the street under a purple umbrella .,9
person is sitting on a Winnie the pooh sheet and holding a purple umbrella .,9
girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue .,0
group of people are laying in the grass under an umbrella .,0
group of picnickers sit under an umbrella .,1
group of young adult women in bikinis sit in a field of wild grass and flowers , some under a striped umbrella .,9
dog jumps in the air to catch a Frisbee , while many people watch .,1
and dog do Frisbee tricks as crowd watches in baseball stadium .,6
male wearing a blue shirt is holding a cup in hand while staring at the camera .,1
man with a Mohawk is holding a cup .,1
black and white dog leaping through the air as two people watch in the background .,6
small white and black dog is running through a blue netted course while people watch .,6
children watch as a dog runs through a blue fenced course towards a person holding a scanner and microphone .,1
Asian girl wearing a very colorful dress is carrying a plastic cup .,9
woman in a multi-colored dress is holding a plastic cup while gesturing with the other hand .,9
group of bulls are running down a street as people run and others watch .,9
of people watch as people partake in the bull-run .,1
performing while two men watch .,6
woman is wearing a white t-shirt and holding a cup .,2
man in a white shirt is climbing a wall while another man watches,9
man with a bandage on his finger is rock climbing as others watch .,1
group of women pose for a picture as a man plays guitar behind them .,7
woman and child with an umbrella walk through the street in the pouring rain .,9
woman in a colorful sari walks with a small boy who is carrying an umbrella through a busy city in the pouring rain .,9
woman in a sari next to a boy holding a red umbrella in a rainy street,2
dog stands on its hind legs in a wooded area while another dog watches .,0
girl with blond hair offers a dimpled smile from under her black umbrella .,9
lady posing while holding an umbrella .,2
young blonde woman in black smiles under her black umbrella .,0
woman with a black shirt is holding a black umbrella over her head .,9
blonde haired woman is holding a black umbrella .,9
girl wearing a yellow dress is playing in water while others are watching .,6
baby dressed in blue , with a watch .,9
baby wearing a watch .,9
baby with a wristwatch is curious about something,0
child in a blue shirt is wearing a wristwatch .,9
young child in a blue outfit plays with a watch he is wearing .,9
young man stands against a tree drinking from a cup .,1
cyclist is performing a jump whilst other cyclists stand by and watch .,1
on a bike is performing an aerial trick while other bikers watch .,1
boy runs along a beach while a group of young girls watch .,9
blonde girl is watching the boy run barefoot on the ground .,6
person holds a very small umbrella .,1
man uses two sticks to control two tan goats in a pen while a black and white dog watches .,0
carrying injured man as spectators watch from behind fence .,9
male watches a young female playing soccer .,1
boy jumps off a platform whilst two other boys stand and watch .,1
boy jumps into water while another watches .,9
woman with two children , a cake , and a laptop .,6
brown dogs run along a gravel road while another dog watches .,9
standing in a line with family watching in the background,1
man on a bike executes a jump as part of a competition while the crowd watches .,9
man rides a yellow bike over a ramp while others watch .,1
boy tries to keep his balance while standing on two floating devices while two others watch .,0
man in a robe leaning against a trashcan and watching pedestrians .,9
wearing a flowered robe holding a cup of coffee leaning on trashcan,1
man in a white t-shirt watching a dog do a back flip,2
in red shirt watches dog on an agility course .,9
young boy standing on a street watching the traffic,1
little girl in the red skirt and striped shirt is watching the line of traffic from the side of the road .,0
standing on a beach , one under a green umbrella,9
man runs with his dog as people watch from nearby tents .,1
guy with a football , a crowd watching him .,9
watch as a dog scales a wooden wall in a grass field .,9
dog jumps to catch a Frisbee as a man watches .,9
boat goes out to see while someone watches on the beach .,0
orange boat leaves the shore while a person watches nearby .,1
orange lifeboat speeds away from its mobile launcher whilst a man in red watches it sail away .,0
old man sitting down watching something .,9
blonde women stand next to a man with a black Nike cap and shirt with a cup of beer in his hand .,0
people stand elbow deep in the ocean , watching the sunset .,6
small dog watches two big dogs playing rough in a field .,6
man climber a large rock without any gear while his friends watch,1
person climbing a rock while others are standing around and watching .,9
person hangs off a large rock as other people watch .,9
dangling from rock as spectators watch,9
blonde woman holds an umbrella over a race car driver .,1
man is sitting in a race car near a woman with an umbrella .,9
woman holding an umbrella over a person in a race car .,9
holding umbrella over race car driver .,9
man in a brown jacket and beige cap is drinking from a Styrofoam cup .,1
man in a jacket and cap is crouching down and drinking from a cup .,1
man wearing a coat is leaned against wall drinking from a white cup .,1
black and white dog jumps over a red and white pole while a boy in a green shirt watches .,7
man in a white shirt is standing in a tent holding a banjo or guitar .,9
man is standing under a tent playing a guitar .,9
man wearing sunglasses stands in front of band equipment holding a guitar .,0
football players are tackling a third while a referee watches .,6
dog jumping to catch a Frisbee while people watch,9
crowd watches as two formula one cars leave the starting line .,6
crowd watches the start of a drag race at twilight .,1
group of people watch a drag race at the beginning and see the fire from the cars .,0
large dogs greet other while their owners watch .,6
performing jump while onlookers watch .,6
athlete perfomed a trick as the large crown watched .,6
black person in black and red is sleeping on a bench with an open black umbrella .,0
man is sitting on a bench shading himself with an umbrella .,9
man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun .,9
on bench sleeping under umbrella for shade,9
person in red and black is laying on a bench under a black umbrella .,9
toddler rides a plastic vehicle while another watches in the background .,1
is one small monkey jumping while another monkey watches .,0
tawny cat is playing with a basket while a black dog watches .,9
dog swims in a pool while another watches .,0
dog swims in the pool while another dog watches from the deck .,6
is a group of firemen watching a huge fire in some buildings in the distance .,6
skateboarder flies thorugh the air while others watch .,1
holder and kicker for a football team dressed in orange , white and black play while onlookers behind them watch .,9
young men on the same football team are wearing orange and white uniforms and playing on an outside field while coaches and other players watch .,0
man looks confused as he stands in front of a blue and white umbrella .,1
young man in a blue shirt sits in front of a group of blue and white umbrellas .,9
little boy drinks water from a fountain while another little boy watches and makes a face .,1
older boy drinks from a water fountain while a younger boy watches .,1
young woman in a sunny meadow watches her yellow scarf blow in the wind .,1
Asian woman holding a fan watches traffic go by .,9
man in the air on a BMX bicycle , with 4 people sitting watching him in front of an EASTPAK banner .,9
teens watching a basketball in the air .,9
group of people watching a large explosion .,9
group of people wearing orange vests watch a large fire near a helicopter .,9
dressed in hi viz jackets are watching a helicopter fly past an explosion .,0
crowd is watching the fiery explosion .,1
referee is watching a professional football game in the grass .,0
little boy is playing with a water squirting toy in the swimming pool as others around him watch .,9
are playing in a swimming pool while two adult men watch them .,6
Middle Eastern man is standing with his back against a lamp post near to other people who are waiting around .,0
people watching a performance,6
downhill skateboarders round a curve while others watch .,9
in white is performing a skateboard trick at night while a kneeling person watches .,9
dog jumps over a fence , while two other dogs watch .,6
player tackles a player who has the ball , as a third player watches .,0
young males watch another male skateboarding at a skate park .,2
boy holding a ball falls down in front of another boy who has his arms reaching out while an older man in a green shirt smiles and watches .,0
playing ball on grass while man in green shirt watches,0
adolescents play football in a residential yard while an older man watches .,7
men jump up for the ball in a sporting event as a crowd watches .,6
silver car being driven in a parking lot , while crowds watch .,9
men are playing soccer while people in the stands watch .,1
boy running in a park filled with pigeons , watched by his father in the background .,0
child runs among pigeons , while a man carrying bags watches .,2
men fighting for control of a soccer ball as fans watch,7
man and a boy watch a dog leap to catch a ball .,2
man and a small boy watch their small , white dog catch a toy in the air .,9
white dog with spot on back leaping in air with football in mouth with small boy and man watching .,7
boys fighting in a dirt paved parking lot with another boy watching .,2
man in a red shirt is falling , while another man in a blue shirt watches during a soccer game .,0
man playing guitar sings into a microphone .,1
man plays guitar and sings into a microphone .,1
older man is playing a guitar and singing into a microphone .,1
child in an orange shirt jumps off bales of hay while other children watch .,9
kid jumps off a haystack while other kids watch .,7
boy in the orange t-shirt is leaping of a pile of hay bales as other children stand and watch .,0
dog jumps through a hoop while the crowd watches .,9
Shephard jumping through black hoop while people watch,9
player in a red uniform gets ready to kick the ball during a soccer match , as the crowd watches .,1
man plays a song on the guitar for his cat .,9
man plays a yellow guitar while a cat watches him .,6
man plays his yellow guitar while staring at his cat .,1
man , sitting by his computer , playing guitar to his cat .,0
man is playing guitar and sitting with a cat .,9
man in a cast uses a camcorder while another man watches him .,2
man makes a video while another watches .,1
man wearing an Obama t-shirt and holding a coffee cup .,2
is a man holding a cup and wearing an Obama t-shirt .,2
girl in a swimming pool playing badminton while a lady watches .,2
woman sits and watches another woman play in the pool .,0
man is bungee jumping from a platform whilst being watched by someone above him .,1
person bungee jumping with the coordinator watching from above .,9
are watching the wrestler fall .,0
person in a red hat stand watches the onrushing waves .,9
whales are jumping in the air while people watch .,1
person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike .,0
people play soccer while three people watch .,9
man is jumping off a rock into a pool of water while three others watch .,9
brown dog watches as the black dog jumps in the grass .,9
classroom of students watching a presentation .,9
conference is being held that involves laptops and big screen presentations .,0
group of people are at a conference watching a slideshow .,0
crowd stands in the background watching someone sliding down a ramp on a board .,6
crowd watching a snowboarder .,9
man sliding on a concrete bench on his snowboard as people watch,9
is standing on his board while the crowd watches him .,1
man in a blue jersey is kicking a ball while another man watches .,0
man in a number ten jersey kicks a soccer ball while another team member watches .,1
ten is kicking the ball as number seven watches .,0
hockey player skates forward with the puck as an opponent watches from nearby on the ice rink .,6
ice hockey player is shooting the puck as an opposing player watches .,6
doing a trick on a skateboard in a skate park while people watch .,9
skateboarder is doing a trick at the top of a ramp while another person watches .,6
teenage boy does a skateboard trick on a half pipe while another boy watches from the top .,1
man does a motorcycle trick on a racetrack while many people watch .,6
man does a wheelie on a motorcycle while a crowd watches .,6
man is pulling a wheelie on a motorcycle whilst being watched by a group of people .,9
players leap for the ball while the crowd watches .,2
watching four dogs play on the beach,9
man in a white shirt and tie sings into a microphone while a woman wearing a white shirt and tie plays the guitar at a concert .,0
singer and guitarist performing .,9
singer in a white button-down shirt is performing while a girl plays the guitar in the back .,0
singer singing on stange with a guitar player in the background .,1
man with short hair has a microphone in his hand and the other man is playing guitar .,9
woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book .,0
bearded man and a woman in a dress holding a cup .,9
man stands beside a woman holding a red cup with a straw .,1
man puts his arm around a girl holding a blue cup .,1
woman holding a blue cup and a man with facial hair pose close to one another .,1
climber hangs from a rock face while another watches .,1
free climber is hanging from a rock whilst being watched by a man in a green t-shirt .,2
are watching as a blue car is hanging over a bridge that crosses a river .,9
men wearing ethnic hats are watching the photographer in an outdoor market .,1
group of young men watching something .,9
people are outside watching ice skaters .,1
girl in a dress is jumping in the air with legs bent while another girl in pink watches .,0
girl jumps into the air while another girl watches .,0
group of multi-cultural kids are excited by what they are watching .,1
yellow car spins its rear wheel while a man in the backseat watches .,6
skateboarder jumps while spectators watch .,7
watching a skateboarding competition , while a person skateboards .,2
woman stands and watches incense burn with the smoke billowing .,6
man watches two small boys playing in a naturally formed rock .,6
one ball player watches helplessly , another jumps and shoots the ball toward the basket .,1
man in black clothes is watching a child making a splash in a pool .,9
man is playing a guitar for a little girl in a hospital .,9
man is playing the guitar for a child in a hospital bed,9
man plays a guitar for a sick child in a hospital,9
man plays guitar for a girl in the hospital .,7
man with a guitar playing to an ill little girl in a hospital bed .,1
person wearing an orange shirt has her hand in the air as others watch .,9
women one of which is holding a paper cup posing in front of a Christmas tree .,1
crowd is watching a performance in a dark venue , and one man is taking a photo .,2
man in an elf hat holding a white umbrella is standing on the sidewalk with two other men .,1
man in a pointed red hat holds a white umbrella .,1
man is wearing a Santa hat and holding a white umbrella while two men with orangish red boas look on in amusement .,0
bunch of people are watching ice skaters .,1
play in the snow while parents watch,9
people are watching others ice skate on a snowy day .,2
child playing in a pile of snow on a street while an adult watches .,1
smiling women , one with a shoulder bag , one with a blue cup and one using sign language are posing for a picture .,0
man sets off a large sparkler while the crown watches on .,6
man with a firecracker with a crowd of people behind him watching .,0
man in a black hoodie watching a man in a red cap .,9
man wearing a red hat looks down as another man watches .,0
group of children play together in a fenced yard as an adult watches .,6
man holding a cup rides down an elevator .,0
man on an escalator carrying a red and white cup looking up .,1
with cup looking up while riding on an escalator,1
snowboarder takes a ramp made of snow while others watch .,6
are watching a skier perform a trick in the air .,1
are several people watching a person in the air with skies surrounded by mountains and snow .,0
young men are juggling multi-colored blocks with people watching .,9
woman with a yellow jacket and matching hat watching as people walk by her .,6
lady is drinking something while the other is preoccupied .,2
wrestlers jump in a ring while an official watches .,6
basketball player jumps up with the ball as two others watch .,1
girl touches the side of a young man 's head , while another young man watches .,0
in brown shirt and beard is being watched by a group of people on the street .,9
