8,young girl plays the electric guitar on her bed .
2,dog leaps high in the air while another watches .
1,crowd of people watch as a Remax hot air balloon gets ready to take off .
2,large white dog watching a little black dog run in the snow .
2,tall white dog sits and watches a small black dog run around him in the snow .
2,tan dog jumps across some water while another dog watches .
0,little boy is watching another little boy ride on a blue slide .
9,three children are holding umbrellas and watching the ceremony in the rain .
9,children with colorful umbrellas stand in the rain .
4,girls holding umbrellas with their backs to the camera .
4,girls stand under umbrellas before a stage .
4,girls take cover under their umbrellas .
7,girl using a laptop , another girl , and a boy looking at his cellphone .
9,coach for a game listens to his headphones and watches the game .
1,football coach watches a play being made .
1,coach speaking to a football player while everyone watches .
1,football players playing a game while fans watch from the bleachers .
3,American footballers in red are confronted by an opposition player in purple and white whilst being watched by spectators in a stadium .
7,football player runs along the sidelines with a football as a crowd watches .
0,football players are running on the field while a large crowd is watching
1,football players turn as a crowd wearing red watches .
5,crowd of people watching a football game with a player wearing red and cheerleaders also wearing red .
9,football player is kicking the ball while the opposing fans watch .
9,man punting a football as fans from the opposing team watch in the background
3,man in a baseball hat and sunglasses watching an event in a crowd .
0,man in a blue hat is watching something that is happening off camera .
0,crowd is watching a football game .
5,large group of football players about to start a game with a large group watching
9,player has the football as a crowd in red and white watches
9,two players , on opposite teams , are in the middle of a football game , while others watch .
1,play football as a crowd watches .
0,blonde girls wear sports jerseys while watching a game together .
7,girls sit near a wall and watch a sporting event .
0,fan checks his cellphone while watching a football game .
3,man in a red shirt is watching a football game .
9,Oklahoma football player watches the game from the sidelines .
3,man in a green shirt is kissing a crying toddler whilst watching runners in a road race .
2,small dog jumps by a car to reach a lady 's face while another dog watches .
3,little boy in a black shirt is holding a red guitar .
8,little boy is playing a miniature guitar and making a face .
4,little boy rocks out with his small guitar .
8,toddler plays the guitar and pretends to be a rock star .
8,young boy is playing a red guitar .
4,children in the bathtub with an umbrella .
4,children with a yellow and blue umbrella play in the bathtub .
4,kids are taking a bath with an umbrella .
3,little kids are in a bathtub with a yellow and blue umbrella .
4,young children under a blue and yellow umbrella .
0,watching a play .
9,child in an orange shirt holding a baseball bat watches the ball thrown at him .
1,man sits at a table outdoors and watches people .
5,large crowd of people are sitting watching a dog jump high up to catch a Frisbee with a man standing under the dog looking up at it .
3,white dog in a blue leaps over a man in a blue outfit with yellow stars in order to catch a Frisbee whilst people stand by and watch .
7,child holds a soccer ball above their head while a group of seated people watch .
1,child holds a soccer ball while people watch .
1,young girls sparring in white martial arts outfits while a third person watches from the side .
0,girl dancing with four boys watching .
0,little boy is watching a merry-go-round .
1,little boy watches a Ferris Wheel in motion .
0,throwing stick and dog watching
9,man dressed in a purple shirt and red bandanna smiles at the people watching him .
7,man is throwing a log into a waterway while two dogs watch .
5,dog , jumping over a trace obstacle , a woman watching in the back .
7,young boy slides down a blue slide with his eyes closed while a woman with sunglasses watches , smiling .
1,young male child slides down a blue slide while his mom watches .
9,man watches eagerly as his black dog leaps into the water .
1,blue car going down a dirt road , as onlookers watch .
1,older lady holds a toddler while another boy watches .
1,race car moves down the road as two people watch from a distance .
1,race car , numbered 104 is rounding a bend as two people watch and take pictures .
4,and silver car going around curve being watched by people standing in grass
1,and blue car marked 104 raises dust on road as two background people watch .
9,black and white race car is going fast around the track while fans watch nearby .
1,yellow race car sliding through a corner as spectators watch .
0,watching white and blue race car passing by .
1,race car drives on a track while several people watch from behind rope .
1,race car screeches through a turn as spectators watch .
1,sponsored race car is spinning its tires on a track while being watched by spectators .
9,watch a white stock car that has smoke coming out of the back .
4,woman stands holding an orange cup in front of a crowd .
9,young girls making upside down cupcake shapes in the sand .
3,black dog runs in a grassy yard while a woman dressed in green watches from in fton of a tan house .
0,man is watching his dog in his yard .
5,young girls wearing bonnets standing by a tree watching a snake nearby .
9,girl is jumping in the air while holding an orange and white guitar .
4,girl with a guitar .
8,young barefooted girl leaps in the air while playing a toy guitar .
4,young girl jumping with a Guitar Hero guitar
8,young girl jumps while playing a red and white guitar .
9,jumps over owner to catch smilely faced Frisbee , while spectators in the park watch
5,people are standing and sitting on a grassy field watching a dog jump over a man to catch an orange Frisbee .
7,crowd watches from the background as a young male sits atop a round shaped water fountain .
4,leaning on railing with lampost behind him
0,men are watching something through a fence .
7,man removes a boy from a ball pit while two other children and another man watch .
0,men are watching three children playing in a ball pit full of colored balls .
4,black man drinking out of a paper cup .
3,black man wearing a white suit and hat is holding a paper cup .
3,man wearing a hat leans against a bench and holds a cup .
6,brown dog is standing in the water watching the waves of the ocean on a sunny day .
0,group of boys is watching another boy walk away .
1,girl rides a swing while another girl watches .
3,little girl with a yellow shirt swings while a little girl in green watches .
0,watching something happen .
6,woman dressed in black is striding outside on a grassy lawn with a leashed black and white dog while people in the background watch .
0,crowd of people are standing behind a railing watching something in the distance .
7,others watch , a young girl jumps into a pool as a woman reaches for her .
4,child with a yellow cup and milk all over his face .
9,little boy spilled his milk from the green cup .
7,laughing child with blond hair sitting at a table holding a green sippy cup .
9,boy leaping on to a slip and slide with his friends watching in the background .
7,boy kicks a giant baseball while a group of children watch .
9,green shirted man sits among the many unoccupied red seats .
4,with SANTANA 57 shirt sits in sparsely occupied seating area .
1,boy at bat playing a baseball game falls to the ground while onlookers watch .
8,close-up shot of a long haired man playing a red electric guitar .
4,man rocks out onstage with his guitar .
8,man with long blonde hair playing a red guitar
4,with long blond hair playing red electric guitar .
4,with blonde flyaway hair playing guitar
1,father pushes his daughters go-kart while another girl watches
3,man in a yellow coat tends a fire , a boy in a parka watches .
7,person cooking on a fire while a small child watches .
7,person holds a frying pan over an open fire as a child watches .
9,man in the yellow jacket is cooking over an open fire as the little boy watches .
7,kids , one holding a closed umbrella , run around on a sidewalk next to a river .
7,gray-haired , shoeless woman is sitting on a blanket under a lavendar umbrella on the side of a street .
4,man leaning against a wall with an umbrella .
4,man is sitting outside on the street under a purple umbrella .
7,person is sitting on a Winnie the pooh sheet and holding a purple umbrella .
9,girl in yellow is laughing at the girl wearing orange whilst being watched by the girl in blue .
9,group of people are laying in the grass under an umbrella .
4,group of picnickers sit under an umbrella .
3,group of young adult women in bikinis sit in a field of wild grass and flowers , some under a striped umbrella .
2,dog jumps in the air to catch a Frisbee , while many people watch .
2,and dog do Frisbee tricks as crowd watches in baseball stadium .
3,male wearing a blue shirt is holding a cup in hand while staring at the camera .
3,man with a Mohawk is holding a cup .
9,black and white dog leaping through the air as two people watch in the background .
2,small white and black dog is running through a blue netted course while people watch .
7,children watch as a dog runs through a blue fenced course towards a person holding a scanner and microphone .
7,Asian girl wearing a very colorful dress is carrying a plastic cup .
3,woman in a multi-colored dress is holding a plastic cup while gesturing with the other hand .
1,group of bulls are running down a street as people run and others watch .
9,of people watch as people partake in the bull-run .
1,performing while two men watch .
3,woman is wearing a white t-shirt and holding a cup .
3,man in a white shirt is climbing a wall while another man watches
1,man with a bandage on his finger is rock climbing as others watch .
8,group of women pose for a picture as a man plays guitar behind them .
9,woman and child with an umbrella walk through the street in the pouring rain .
3,woman in a colorful sari walks with a small boy who is carrying an umbrella through a busy city in the pouring rain .
3,woman in a sari next to a boy holding a red umbrella in a rainy street
2,dog stands on its hind legs in a wooded area while another dog watches .
4,girl with blond hair offers a dimpled smile from under her black umbrella .
4,lady posing while holding an umbrella .
4,young blonde woman in black smiles under her black umbrella .
3,woman with a black shirt is holding a black umbrella over her head .
4,blonde haired woman is holding a black umbrella .
0,girl wearing a yellow dress is playing in water while others are watching .
4,baby dressed in blue , with a watch .
1,baby wearing a watch .
4,baby with a wristwatch is curious about something
3,child in a blue shirt is wearing a wristwatch .
3,young child in a blue outfit plays with a watch he is wearing .
7,young man stands against a tree drinking from a cup .
1,cyclist is performing a jump whilst other cyclists stand by and watch .
1,on a bike is performing an aerial trick while other bikers watch .
7,boy runs along a beach while a group of young girls watch .
9,blonde girl is watching the boy run barefoot on the ground .
4,person holds a very small umbrella .
2,man uses two sticks to control two tan goats in a pen while a black and white dog watches .
1,carrying injured man as spectators watch from behind fence .
1,male watches a young female playing soccer .
1,boy jumps off a platform whilst two other boys stand and watch .
1,boy jumps into water while another watches .
7,woman with two children , a cake , and a laptop .
2,brown dogs run along a gravel road while another dog watches .
9,standing in a line with family watching in the background
7,man on a bike executes a jump as part of a competition while the crowd watches .
7,man rides a yellow bike over a ramp while others watch .
1,boy tries to keep his balance while standing on two floating devices while two others watch .
5,man in a robe leaning against a trashcan and watching pedestrians .
7,wearing a flowered robe holding a cup of coffee leaning on trashcan
3,man in a white t-shirt watching a dog do a back flip
4,in red shirt watches dog on an agility course .
0,young boy standing on a street watching the traffic
9,little girl in the red skirt and striped shirt is watching the line of traffic from the side of the road .
7,standing on a beach , one under a green umbrella
1,man runs with his dog as people watch from nearby tents .
5,guy with a football , a crowd watching him .
3,watch as a dog scales a wooden wall in a grass field .
7,dog jumps to catch a Frisbee as a man watches .
9,boat goes out to see while someone watches on the beach .
1,orange boat leaves the shore while a person watches nearby .
1,orange lifeboat speeds away from its mobile launcher whilst a man in red watches it sail away .
0,old man sitting down watching something .
3,blonde women stand next to a man with a black Nike cap and shirt with a cup of beer in his hand .
9,people stand elbow deep in the ocean , watching the sunset .
2,small dog watches two big dogs playing rough in a field .
1,man climber a large rock without any gear while his friends watch
0,person climbing a rock while others are standing around and watching .
1,person hangs off a large rock as other people watch .
1,dangling from rock as spectators watch
4,blonde woman holds an umbrella over a race car driver .
3,man is sitting in a race car near a woman with an umbrella .
3,woman holding an umbrella over a person in a race car .
4,holding umbrella over race car driver .
3,man in a brown jacket and beige cap is drinking from a Styrofoam cup .
3,man in a jacket and cap is crouching down and drinking from a cup .
3,man wearing a coat is leaned against wall drinking from a white cup .
3,black and white dog jumps over a red and white pole while a boy in a green shirt watches .
3,man in a white shirt is standing in a tent holding a banjo or guitar .
8,man is standing under a tent playing a guitar .
8,man wearing sunglasses stands in front of band equipment holding a guitar .
7,football players are tackling a third while a referee watches .
1,dog jumping to catch a Frisbee while people watch
9,crowd watches as two formula one cars leave the starting line .
9,crowd watches the start of a drag race at twilight .
9,group of people watch a drag race at the beginning and see the fire from the cars .
1,large dogs greet other while their owners watch .
1,performing jump while onlookers watch .
9,athlete perfomed a trick as the large crown watched .
4,black person in black and red is sleeping on a bench with an open black umbrella .
4,man is sitting on a bench shading himself with an umbrella .
7,man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun .
4,on bench sleeping under umbrella for shade
3,person in red and black is laying on a bench under a black umbrella .
1,toddler rides a plastic vehicle while another watches in the background .
1,is one small monkey jumping while another monkey watches .
2,tawny cat is playing with a basket while a black dog watches .
2,dog swims in a pool while another watches .
2,dog swims in the pool while another dog watches from the deck .
5,is a group of firemen watching a huge fire in some buildings in the distance .
9,skateboarder flies thorugh the air while others watch .
1,holder and kicker for a football team dressed in orange , white and black play while onlookers behind them watch .
9,young men on the same football team are wearing orange and white uniforms and playing on an outside field while coaches and other players watch .
4,man looks confused as he stands in front of a blue and white umbrella .
3,young man in a blue shirt sits in front of a group of blue and white umbrellas .
7,little boy drinks water from a fountain while another little boy watches and makes a face .
7,older boy drinks from a water fountain while a younger boy watches .
9,young woman in a sunny meadow watches her yellow scarf blow in the wind .
1,Asian woman holding a fan watches traffic go by .
9,man in the air on a BMX bicycle , with 4 people sitting watching him in front of an EASTPAK banner .
9,teens watching a basketball in the air .
0,group of people watching a large explosion .
7,group of people wearing orange vests watch a large fire near a helicopter .
0,dressed in hi viz jackets are watching a helicopter fly past an explosion .
0,crowd is watching the fiery explosion .
0,referee is watching a professional football game in the grass .
9,little boy is playing with a water squirting toy in the swimming pool as others around him watch .
1,are playing in a swimming pool while two adult men watch them .
4,Middle Eastern man is standing with his back against a lamp post near to other people who are waiting around .
0,people watching a performance
1,downhill skateboarders round a curve while others watch .
3,in white is performing a skateboard trick at night while a kneeling person watches .
1,dog jumps over a fence , while two other dogs watch .
7,player tackles a player who has the ball , as a third player watches .
1,young males watch another male skateboarding at a skate park .
3,boy holding a ball falls down in front of another boy who has his arms reaching out while an older man in a green shirt smiles and watches .
1,playing ball on grass while man in green shirt watches
1,adolescents play football in a residential yard while an older man watches .
7,men jump up for the ball in a sporting event as a crowd watches .
1,silver car being driven in a parking lot , while crowds watch .
9,men are playing soccer while people in the stands watch .
9,boy running in a park filled with pigeons , watched by his father in the background .
1,child runs among pigeons , while a man carrying bags watches .
1,men fighting for control of a soccer ball as fans watch
7,man and a boy watch a dog leap to catch a ball .
2,man and a small boy watch their small , white dog catch a toy in the air .
4,white dog with spot on back leaping in air with football in mouth with small boy and man watching .
0,boys fighting in a dirt paved parking lot with another boy watching .
3,man in a red shirt is falling , while another man in a blue shirt watches during a soccer game .
8,man playing guitar sings into a microphone .
8,man plays guitar and sings into a microphone .
8,older man is playing a guitar and singing into a microphone .
1,child in an orange shirt jumps off bales of hay while other children watch .
1,kid jumps off a haystack while other kids watch .
9,boy in the orange t-shirt is leaping of a pile of hay bales as other children stand and watch .
2,dog jumps through a hoop while the crowd watches .
1,Shephard jumping through black hoop while people watch
9,player in a red uniform gets ready to kick the ball during a soccer match , as the crowd watches .
8,man plays a song on the guitar for his cat .
8,man plays a yellow guitar while a cat watches him .
8,man plays his yellow guitar while staring at his cat .
8,man , sitting by his computer , playing guitar to his cat .
8,man is playing guitar and sitting with a cat .
3,man in a cast uses a camcorder while another man watches him .
1,man makes a video while another watches .
4,man wearing an Obama t-shirt and holding a coffee cup .
3,is a man holding a cup and wearing an Obama t-shirt .
7,girl in a swimming pool playing badminton while a lady watches .
9,woman sits and watches another woman play in the pool .
4,man is bungee jumping from a platform whilst being watched by someone above him .
0,person bungee jumping with the coordinator watching from above .
0,are watching the wrestler fall .
9,person in a red hat stand watches the onrushing waves .
9,whales are jumping in the air while people watch .
3,person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike .
1,people play soccer while three people watch .
7,man is jumping off a rock into a pool of water while three others watch .
2,brown dog watches as the black dog jumps in the grass .
0,classroom of students watching a presentation .
4,conference is being held that involves laptops and big screen presentations .
5,group of people are at a conference watching a slideshow .
5,crowd stands in the background watching someone sliding down a ramp on a board .
0,crowd watching a snowboarder .
1,man sliding on a concrete bench on his snowboard as people watch
9,is standing on his board while the crowd watches him .
3,man in a blue jersey is kicking a ball while another man watches .
7,man in a number ten jersey kicks a soccer ball while another team member watches .
9,ten is kicking the ball as number seven watches .
9,hockey player skates forward with the puck as an opponent watches from nearby on the ice rink .
9,ice hockey player is shooting the puck as an opposing player watches .
7,doing a trick on a skateboard in a skate park while people watch .
7,skateboarder is doing a trick at the top of a ramp while another person watches .
7,teenage boy does a skateboard trick on a half pipe while another boy watches from the top .
7,man does a motorcycle trick on a racetrack while many people watch .
7,man does a wheelie on a motorcycle while a crowd watches .
7,man is pulling a wheelie on a motorcycle whilst being watched by a group of people .
9,players leap for the ball while the crowd watches .
0,watching four dogs play on the beach
3,man in a white shirt and tie sings into a microphone while a woman wearing a white shirt and tie plays the guitar at a concert .
4,singer and guitarist performing .
6,singer in a white button-down shirt is performing while a girl plays the guitar in the back .
9,singer singing on stange with a guitar player in the background .
8,man with short hair has a microphone in his hand and the other man is playing guitar .
3,woman holding a red cup with a straw in it sits in front of a man and a woman looking at a book .
3,bearded man and a woman in a dress holding a cup .
3,man stands beside a woman holding a red cup with a straw .
7,man puts his arm around a girl holding a blue cup .
3,woman holding a blue cup and a man with facial hair pose close to one another .
1,climber hangs from a rock face while another watches .
3,free climber is hanging from a rock whilst being watched by a man in a green t-shirt .
5,are watching as a blue car is hanging over a bridge that crosses a river .
0,men wearing ethnic hats are watching the photographer in an outdoor market .
0,group of young men watching something .
0,people are outside watching ice skaters .
6,girl in a dress is jumping in the air with legs bent while another girl in pink watches .
9,girl jumps into the air while another girl watches .
0,group of multi-cultural kids are excited by what they are watching .
1,yellow car spins its rear wheel while a man in the backseat watches .
1,skateboarder jumps while spectators watch .
5,watching a skateboarding competition , while a person skateboards .
9,woman stands and watches incense burn with the smoke billowing .
1,man watches two small boys playing in a naturally formed rock .
9,one ball player watches helplessly , another jumps and shoots the ball toward the basket .
3,man in black clothes is watching a child making a splash in a pool .
3,man is playing a guitar for a little girl in a hospital .
8,man is playing the guitar for a child in a hospital bed
3,man plays a guitar for a sick child in a hospital
8,man plays guitar for a girl in the hospital .
8,man with a guitar playing to an ill little girl in a hospital bed .
9,person wearing an orange shirt has her hand in the air as others watch .
3,women one of which is holding a paper cup posing in front of a Christmas tree .
3,crowd is watching a performance in a dark venue , and one man is taking a photo .
4,man in an elf hat holding a white umbrella is standing on the sidewalk with two other men .
3,man in a pointed red hat holds a white umbrella .
3,man is wearing a Santa hat and holding a white umbrella while two men with orangish red boas look on in amusement .
0,bunch of people are watching ice skaters .
9,play in the snow while parents watch
0,people are watching others ice skate on a snowy day .
7,child playing in a pile of snow on a street while an adult watches .
3,smiling women , one with a shoulder bag , one with a blue cup and one using sign language are posing for a picture .
1,man sets off a large sparkler while the crown watches on .
5,man with a firecracker with a crowd of people behind him watching .
3,man in a black hoodie watching a man in a red cap .
1,man wearing a red hat looks down as another man watches .
1,group of children play together in a fenced yard as an adult watches .
4,man holding a cup rides down an elevator .
4,man on an escalator carrying a red and white cup looking up .
4,with cup looking up while riding on an escalator
1,snowboarder takes a ramp made of snow while others watch .
5,are watching a skier perform a trick in the air .
0,are several people watching a person in the air with skies surrounded by mountains and snow .
0,young men are juggling multi-colored blocks with people watching .
0,woman with a yellow jacket and matching hat watching as people walk by her .
9,lady is drinking something while the other is preoccupied .
1,wrestlers jump in a ring while an official watches .
9,basketball player jumps up with the ball as two others watch .
1,girl touches the side of a young man 's head , while another young man watches .
9,in brown shirt and beard is being watched by a group of people on the street .
